Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
GB,1083962,€3.00m,"Dec 10, 2025","Jan 5, 2005",21,1.96,Brazil,['Brazil'],Centre-Forward,,Vasco da Gama,,,"Jul 1, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marquinhos Gabriel,100091,€200k,"Nov 24, 2025","Jul 21, 1990",35,1.74,Brazil,[],Attacking Midfield,,Vila Nova FC,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fabricio Bustos,275381,€3.00m,"Dec 17, 2025","Apr 28, 1996",29,1.67,Argentina,['Argentina'],Right-Back,,River Plate,,,"Aug 9, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateus Claus,733453,€300k,"Oct 21, 2025","Aug 3, 1994",31,1.94,Brazil,[],Goalkeeper,,Guarani,,,"Jan 7, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Henrique,552549,€4.50m,"Dec 10, 2025","Dec 19, 1997",28,1.75,Brazil,['Brazil'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Cruzeiro,,,"Jul 10, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fernandinho,26267,,,"May 4, 1985",40,1.79,Brazil,[],Defensive Midfield,,Retired,Athletico-PR,"Nov 20, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Roque Júnior,976619,,,"Jan 15, 2002",24,1.87,Brazil,['Brazil'],Centre-Back,"                    0
0  Defensive Midfield",Operário VG,,,"Jan 9, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Anthoni,869437,€4.00m,"Dec 10, 2025","Jan 23, 2002",23,1.93,Brazil,['Brazil'],Goalkeeper,,Internacional,,,"Jan 1, 2023","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Veron,627221,€3.00m,"Dec 10, 2025","Sep 3, 2002",23,1.76,Brazil,[],Right Winger,,Nacional,,,"Jan 13, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Iago Teodoro,1012174,€1.00m,"Sep 25, 2025","Apr 18, 2005",20,1.88,Brazil,['Brazil'],Centre-Back,,Flamengo,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Andrey Carvalho,1191944,,,"Oct 24, 2005",20,1.71,Brazil,['Brazil'],Attacking Midfield,"              0
0  Right Winger
1   Left Winger",Santa Clara U23,,,"Jan 1, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Mercado,45319,€150k,"Dec 10, 2025","Mar 18, 1987",38,1.8,Argentina,[],Centre-Back,,Internacional,,,"Jul 5, 2021","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateo Zuleta,1106875,€800k,"Dec 5, 2025","Jun 7, 2002",23,1.7,Colombia,['Colombia'],Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Once Caldas,,,"Jan 1, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Everson,106032,€1.00m,"Dec 10, 2025","Jul 22, 1990",35,1.93,Brazil,[],Goalkeeper,,Atlético-MG,,,"Sep 11, 2020","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alan Franco,400960,€4.00m,"Dec 10, 2025","Aug 21, 1998",27,1.76,Ecuador,['Ecuador'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Atlético-MG,,,"Jul 17, 2020","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kawê,791721,€300k,"Dec 10, 2025","Jun 22, 2002",23,1.75,Brazil,['Brazil'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Osasco Sporting,,,"Jan 7, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Welington,729264,€3.00m,"Dec 3, 2025","Feb 19, 2001",24,1.7,Brazil,[],Left-Back,,Southampton,,,"Jan 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luís Oyama,555277,€500k,"Nov 24, 2025","Jan 30, 1997",28,1.71,Brazil,[],Defensive Midfield,,Novorizontino,,,"Jan 1, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alan Empereur,169179,€750k,"Nov 24, 2025","Mar 10, 1994",31,1.86,Brazil,"['Brazil', 'Italy']",Centre-Back,"           0
0  Left-Back",Cuiabá-MT,,,"Sep 1, 2021","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alisson,375532,€400k,"Nov 24, 2025","Jun 8, 1995",30,1.88,Brazil,[],Goalkeeper,,Criciúma,,,"Apr 7, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Erick Pulgar,215616,€5.00m,"Dec 10, 2025","Jan 15, 1994",32,1.87,Chile,['Chile'],Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Flamengo,,,"Jul 29, 2022","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lelê,972864,€1.00m,"Nov 24, 2025","Oct 1, 1997",28,1.89,Brazil,['Brazil'],Centre-Forward,,Fluminense,,,"Jan 10, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rafael Ratão,289802,€3.00m,"Dec 15, 2025","Nov 30, 1995",30,1.77,Brazil,[],Left Winger,,SH Shenhua,,,"Jan 1, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rubens,843397,€8.00m,"Dec 16, 2025","Jun 21, 2001",24,1.78,Brazil,[],Left-Back,,Dynamo Moscow,,,"Jul 31, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Michael,520392,€3.00m,"Dec 10, 2025","Mar 12, 1996",29,1.66,Brazil,[],Left Winger,,Flamengo,,,"Aug 22, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Raul Gustavo,792345,€1.50m,"Dec 11, 2025","Apr 24, 1999",26,1.89,Brazil,['Brazil'],Centre-Back,,New York City,,,"Aug 15, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Edson Carioca,794925,€1.50m,"Dec 10, 2025","Jun 4, 1997",28,1.79,Brazil,[],Centre-Forward,,Mirassol-SP,,,"Mar 21, 2025","Mar 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
José Cifuentes,450211,€4.50m,"Dec 11, 2025","Mar 12, 1999",26,1.78,Ecuador,['Ecuador'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Toronto,,,"Aug 21, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Eduardo Melo,738503,€75k,"Nov 24, 2025","May 13, 2001",24,1.85,Brazil,['Brazil'],Centre-Forward,"                0
0    Right Winger
1  Second Striker",Remo,,,"Aug 21, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Robert Renan,958598,€9.00m,"Dec 10, 2025","Oct 11, 2003",22,1.86,Brazil,[],Centre-Back,,Vasco da Gama,,,"Aug 25, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tinga,273442,€800k,"Dec 10, 2025","Sep 1, 1993",32,1.79,Brazil,['Brazil'],Right-Back,"             0
0  Centre-Back",Coritiba FC,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Renê,212209,€500k,"Dec 10, 2025","Sep 14, 1992",33,1.74,Brazil,[],Left-Back,,Fluminense,,,"Jan 9, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Yeferson Soteldo,312294,€4.00m,"Dec 10, 2025","Jun 30, 1997",28,1.6,Venezuela,['Venezuela'],Left Winger,"                0
0    Right Winger
1  Second Striker",Fluminense,,,"Jun 10, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Igor Coronado,215915,€1.70m,"Nov 28, 2025","Aug 18, 1992",33,1.7,Italy,[],Attacking Midfield,,Sharjah FC,,,"Jul 10, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
James Rodríguez,88103,€2.00m,"Dec 29, 2025","Jul 12, 1991",34,1.8,Colombia,[],Attacking Midfield,,Without Club,León,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Arthur Gomes,401534,€3.00m,"Dec 16, 2025","Jul 3, 1998",27,1.75,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Second Striker",Dynamo Moscow,,,"Sep 7, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Diogo Riquelme,1221388,€100k,"Nov 24, 2025","Apr 23, 2005",20,1.81,Brazil,['Brazil'],Defensive Midfield,,Athletico U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gilberto,164013,€250k,"Dec 10, 2025","Jun 5, 1989",36,1.78,Brazil,[],Centre-Forward,,Londrina-PR,,,"Jan 16, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Vargas,379198,€400k,"Nov 24, 2025","Jun 18, 1996",29,1.81,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Paysandu,,,"Jan 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Douglas Mendes,921863,€1.20m,"Dec 15, 2025","Jun 13, 2004",21,1.89,Brazil,['Brazil'],Centre-Back,,FC Liefering,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rodrigo Battaglia,89297,€800k,"Dec 17, 2025","Jul 12, 1991",34,1.87,Argentina,[],Defensive Midfield,,Boca Juniors,,,"Jan 21, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Barbosa,816144,€5.00m,"Dec 10, 2025","Feb 22, 2001",24,1.94,Brazil,['Brazil'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",RB Bragantino,,,"Jan 6, 2025","Jul 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Garcia,574758,€2.00m,"Dec 18, 2025","Jan 4, 2002",24,1.75,Brazil,['Brazil'],Right-Back,,Famalicão,,,"Jul 6, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Maicon,84695,€100k,"Nov 24, 2025","Sep 14, 1988",37,1.91,Brazil,[],Centre-Back,,Coritiba FC,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Cunha,876739,€2.00m,"Dec 10, 2025","May 24, 2001",24,1.93,Brazil,[],Goalkeeper,,Cruzeiro,,,"Jan 1, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caíque,384159,€600k,"Nov 18, 2025","Jul 31, 1997",28,1.98,Brazil,['Brazil'],Goalkeeper,,Nam Dinh FC,,,"Aug 11, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ignácio,624291,€2.00m,"Dec 10, 2025","Dec 1, 1996",29,1.9,Brazil,['Brazil'],Centre-Back,,Fluminense,,,"Jul 19, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Roque,789856,€400k,"Nov 24, 2025","Jan 9, 2002",24,1.82,Brazil,['Brazil'],Left-Back,,Portuguesa,,,"Jan 6, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alex Santana,219835,€1.20m,"Dec 10, 2025","May 13, 1995",30,1.82,Brazil,[],Central Midfield,,Corinthians,,,"Jul 15, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
John Kennedy,856085,€6.00m,"Dec 10, 2025","May 18, 2002",23,1.73,Brazil,[],Centre-Forward,,Fluminense,,,"Jan 1, 2021","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Juan Tavares,933879,,,"Apr 25, 2002",23,1.79,Brazil,[],Left-Back,,Inter Limeira,,,"Apr 24, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Cauly,162812,€4.50m,"Dec 10, 2025","Sep 15, 1995",30,1.75,Brazil,[],Attacking Midfield,,EC Bahia,,,"Feb 1, 2023","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Janderson,670940,€1.10m,"Nov 24, 2025","Feb 26, 1999",26,1.69,Brazil,['Brazil'],Right Winger,"             0
0  Left Winger",Vila Nova FC,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Juan Sforza,659264,€1.50m,"Dec 10, 2025","Feb 14, 2002",23,1.79,Argentina,"['Italy', 'Argentina']",Defensive Midfield,"                  0
0  Central Midfield",CA Talleres,,,"Jan 20, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Igor Rabello,341701,€1.40m,"Dec 10, 2025","Apr 28, 1995",30,1.9,Brazil,[],Centre-Back,,Fluminense,,,"Aug 22, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matías Rojas,417327,€3.00m,"Dec 11, 2025","Nov 3, 1995",30,1.8,Paraguay,[],Attacking Midfield,,Without Club,Portland,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
William Gomes,1004725,€20.00m,"Dec 18, 2025","Mar 15, 2006",19,1.71,Brazil,['Brazil'],Right Winger,"             0
0  Left Winger",Porto,,,"Jan 31, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Paulo Henrique,412594,€6.00m,"Dec 10, 2025","Jul 25, 1996",29,1.75,Brazil,['Brazil'],Right-Back,"                0
0  Right Midfield",Vasco da Gama,,,"Jan 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Zé Ivaldo,484848,€2.50m,"Dec 10, 2025","Feb 21, 1997",28,1.85,Brazil,['Brazil'],Centre-Back,,Santos,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gregore,546036,€4.50m,"Dec 30, 2025","Mar 2, 1994",31,1.81,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Al-Rayyan,,,"Jul 19, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Guilherme Arana,346766,€7.00m,"Dec 10, 2025","Apr 14, 1997",28,1.76,Brazil,[],Left-Back,,Fluminense,,,"Jan 2, 2026","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Alexandre,727751,€7.00m,"Dec 10, 2025","Feb 24, 1999",26,1.74,Brazil,[],Defensive Midfield,,EC Bahia,,,"Jan 18, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mathías Villasanti,436385,€5.00m,"Dec 10, 2025","Jan 24, 1997",28,1.78,Paraguay,['Paraguay'],Defensive Midfield,"                  0
0  Central Midfield",Grêmio,,,"Aug 13, 2021","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Henrique,277335,€350k,"Dec 10, 2025","Oct 21, 1989",36,1.8,Brazil,"['Brazil', 'Italy']",Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Internacional,,,"Jul 19, 2023","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marcello,1083107,€125k,"Dec 9, 2025","Apr 7, 2003",22,1.8,Brazil,['Brazil'],Centre-Back,"                    0
0  Defensive Midfield",Ararat Yerevan,,,"Sep 9, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rômulo,957874,€30.00m,"Dec 19, 2025","Feb 8, 2002",23,1.93,Brazil,[],Centre-Forward,,Leipzig,,,"Aug 15, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alex Telles,255755,€3.00m,"Dec 10, 2025","Dec 15, 1992",33,1.81,Brazil,[],Left-Back,,Botafogo,,,"Sep 3, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ferreirinha,689017,€7.00m,"Dec 10, 2025","Dec 31, 1997",28,1.76,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Second Striker",São Paulo,,,"Jan 9, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Uvini,147396,€225k,"Oct 21, 2025","Jun 3, 1991",34,1.87,Brazil,[],Centre-Back,,Without Club,EC Vitória,"Jun 3, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alexandre Jesus,739439,€800k,"Dec 16, 2025","Sep 16, 2001",24,1.84,Brazil,[],Centre-Forward,,Orenburg,,,"Aug 6, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Raniele,546530,€3.00m,"Dec 10, 2025","Dec 31, 1996",29,1.84,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Corinthians,,,"Jan 1, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Piton,670201,€7.00m,"Dec 10, 2025","Oct 9, 2000",25,1.75,Italy,[],Left-Back,,Vasco da Gama,,,"Jan 1, 2023","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bento,691906,€9.00m,"Dec 18, 2025","Jun 10, 1999",26,1.9,Brazil,"['Brazil', 'Italy']",Goalkeeper,,Al-Nassr,,,"Jul 18, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ángel Romero,262262,€900k,"Dec 10, 2025","Jul 4, 1992",33,1.76,Paraguay,[],Right Winger,,Without Club,Corinthians,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jandrei,512344,€200k,"Dec 10, 2025","Mar 1, 1993",32,1.86,Brazil,"['Brazil', 'Italy']",Goalkeeper,,Juventude,,,"Aug 13, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fernando Henrique,815673,€700k,"Dec 18, 2025","Jun 1, 2001",24,1.82,Brazil,[],Defensive Midfield,,FC Oleksandriya,,,"Jul 28, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Souza,73741,,,"Feb 11, 1989",36,1.88,Brazil,[],Defensive Midfield,,Retired,Vasco da Gama,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Pedro,342024,€2.00m,"Dec 10, 2025","Nov 15, 1996",29,1.79,Brazil,['Brazil'],Right-Back,"                0
0       Left-Back
1  Right Midfield",Grêmio,,,"Jan 13, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Mineiro,432958,€1.00m,"Nov 24, 2025","Feb 24, 1996",29,1.88,Brazil,[],Defensive Midfield,,Juventude,,,"Jan 6, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Wanderson,236202,€3.50m,"Dec 10, 2025","Oct 7, 1994",31,1.75,Brazil,[],Left Winger,,Cruzeiro,,,"Feb 28, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Breno Bidon,1029227,€14.00m,"Dec 10, 2025","Feb 20, 2005",20,1.78,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Corinthians,,,"Mar 1, 2024","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Sasha,121986,€200k,"Dec 10, 2025","Mar 1, 1990",35,1.77,Brazil,"['Brazil', 'Italy']",Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",Fortaleza,,,"Jul 18, 2022","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kawan,996691,€100k,"Nov 24, 2025","Apr 10, 2003",22,1.88,Brazil,['Brazil'],Centre-Back,,Remo,,,"Jul 14, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Isaque,1219752,€8.00m,"Dec 18, 2025","Feb 24, 2007",18,1.72,Brazil,['Brazil'],Attacking Midfield,"                  0
0  Central Midfield
1       Left Winger",Shakhtar D.,,,"Aug 28, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lincoln,351738,€3.50m,"Dec 18, 2025","Nov 7, 1998",27,1.78,Brazil,['Brazil'],Attacking Midfield,"                  0
0       Left Winger
1  Central Midfield",Alverca,,,"Aug 28, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Breno Bidon,1029227,€14.00m,"Dec 10, 2025","Feb 20, 2005",20,1.78,Brazil,[],Central Midfield,,Corinthians,,,"Mar 1, 2024","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luan,313106,€200k,"Oct 21, 2025","Mar 27, 1993",32,1.8,Brazil,['Brazil'],Attacking Midfield,"                0
0  Second Striker
1  Centre-Forward",Without Club,EC Vitória,"Apr 19, 2024",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Paulo Vitor,1116366,€700k,"Nov 24, 2025","Aug 26, 2004",21,1.84,Brazil,['Brazil'],Defensive Midfield,"                  0
0       Centre-Back
1  Central Midfield",Atlético-MG,,,"Feb 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fagner,47592,€250k,"Dec 10, 2025","Jun 11, 1989",36,1.68,Brazil,['Brazil'],Right-Back,,Cruzeiro,,,"Jan 7, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Nikão,149572,€500k,"Dec 9, 2025","Jul 29, 1992",33,1.74,Brazil,[],Attacking Midfield,,GD GZ-Power,,,"Feb 13, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Adson,868891,€2.50m,"Dec 10, 2025","Oct 6, 2000",25,1.71,Brazil,['Brazil'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Vasco da Gama,,,"Jan 24, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Denilson,808507,€2.00m,"Nov 24, 2025","Mar 23, 2001",24,1.8,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield",Mirassol-SP,,,"Jan 5, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Roque,789856,€400k,"Nov 24, 2025","Jan 9, 2002",24,1.82,Brazil,[],Left-Back,,Portuguesa,,,"Jan 6, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Eliedson,1027713,€200k,"Nov 24, 2025","Mar 17, 2003",22,1.87,Brazil,[],Defensive Midfield,,Criciúma,,,"Jan 17, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kanu,524446,€3.00m,"Dec 10, 2025","Mar 7, 1997",28,1.86,Brazil,[],Centre-Back,,EC Bahia,,,"Aug 22, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateus Gonçalves,352890,€200k,"Nov 24, 2025","Sep 28, 1994",31,1.72,Brazil,[],Left Winger,,Athletic,,,"Jan 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
André Silva,565232,€4.00m,"Dec 10, 2025","Jun 3, 1997",28,1.81,Brazil,[],Centre-Forward,,São Paulo,,,"Mar 5, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Clayson,392809,€800k,"Nov 24, 2025","Mar 19, 1995",30,1.66,Brazil,[],Left Winger,,Coritiba FC,,,"Jun 3, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Thiago Maia,294873,€3.00m,"Dec 10, 2025","Mar 23, 1997",28,1.79,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Internacional,,,"Jul 10, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Agustín Giay,849582,€11.00m,"Dec 10, 2025","Jan 16, 2004",22,1.8,Argentina,[],Right-Back,,Palmeiras,,,"Jul 10, 2024","Dec 31, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
